# x[m],y[m]
16.991992,-10.386355
16.941992,-10.386355
16.891992,-10.386355
16.841992,-10.386355
16.791992,-10.386355
16.741992,-10.386355
16.691992,-10.386355
16.641992,-10.386355
16.591992,-10.386355
16.541992,-10.386355
16.491992,-10.386355
16.441992,-10.386355
16.391992,-10.386355
16.341992,-10.386355
16.291992,-10.386355
16.241992,-10.386355
16.191992,-10.386355
16.141992,-10.336355
16.091992,-10.286355
16.041992,-10.236355
15.991992,-10.186355
15.941992,-10.136355
15.891992,-10.086355
15.841992,-10.036355
15.791992,-9.986355
15.741992,-9.936355
15.691992,-9.886355
15.641992,-9.836355
15.591992,-9.786355
15.591992,-9.736355
15.541992,-9.686355
15.541992,-9.636355
15.491992,-9.586355
15.491992,-9.536355
15.441992,-9.486355
15.441992,-9.436355
15.441992,-9.386355
15.441992,-9.336355
15.441992,-9.286355
15.441992,-9.236355
15.391992,-9.186355
15.391992,-9.136355
15.391992,-9.086355
15.391992,-9.036355
15.391992,-8.986355
15.391992,-8.936355
15.391992,-8.886355
15.391992,-8.836355
15.391992,-8.786355
15.391992,-8.736355
15.391992,-8.686355
15.391992,-8.636355
15.391992,-8.586355
15.391992,-8.536355
15.391992,-8.486355
15.391992,-8.436355
15.391992,-8.386355
15.391992,-8.336355
15.391992,-8.286355
15.391992,-8.236355
15.391992,-8.186355
15.391992,-8.136355
15.391992,-8.086355
15.391992,-8.036355
15.391992,-7.986355
15.391992,-7.936355
15.391992,-7.886355
15.391992,-7.836355
15.391992,-7.786355
15.391992,-7.736355
15.391992,-7.686355
15.391992,-7.636355
15.391992,-7.586355
15.391992,-7.536355
15.391992,-7.486355
15.391992,-7.436355
15.391992,-7.386355
15.391992,-7.336355
15.391992,-7.286355
15.441992,-7.236355
15.491992,-7.186355
15.541992,-7.136355
15.591992,-7.086355
15.641992,-7.036355
15.691992,-6.986355
15.741992,-6.936355
15.791992,-6.886355
15.841992,-6.836355
15.891992,-6.786355
15.941992,-6.786355
15.991992,-6.736355
16.041992,-6.736355
16.091992,-6.686355
16.141992,-6.686355
16.191992,-6.636355
16.241992,-6.636355
16.291992,-6.636355
16.341992,-6.636355
16.391992,-6.586355
16.441992,-6.536355
16.491992,-6.486355
16.541992,-6.436355
16.591992,-6.386355
16.641992,-6.336355
16.691992,-6.286355
16.741992,-6.236355
16.791992,-6.186355
16.841992,-6.136355
16.891992,-6.086355
16.941992,-6.036355
16.991992,-5.986355
17.041992,-5.936355
17.091992,-5.886355
17.141992,-5.836355
17.191992,-5.786355
17.241992,-5.736355
17.291992,-5.686355
17.341992,-5.636355
17.391992,-5.586355
17.441992,-5.536355
17.491992,-5.486355
17.541992,-5.436355
17.591992,-5.386355
17.641992,-5.336355
17.691992,-5.286355
17.741992,-5.236355
17.791992,-5.186355
17.841992,-5.136355
17.891992,-5.086355
17.941992,-5.036355
17.991992,-4.986355
18.041992,-4.936355
18.091992,-4.886355
18.141992,-4.836355
18.191992,-4.786355
18.241992,-4.736355
18.291992,-4.686355
18.341992,-4.636355
18.391992,-4.586355
18.441992,-4.536355
18.491992,-4.486355
18.541992,-4.436355
18.591992,-4.386355
18.641992,-4.336355
18.691992,-4.286355
18.741992,-4.236355
18.791992,-4.186355
18.841992,-4.136355
18.891992,-4.086355
18.941992,-4.036355
18.991992,-3.986355
18.991992,-3.936355
19.041992,-3.886355
19.041992,-3.836355
19.091992,-3.786355
19.091992,-3.736355
19.141992,-3.686355
19.141992,-3.636355
19.141992,-3.586355
19.141992,-3.536355
19.141992,-3.486355
19.141992,-3.436355
19.191992,-3.386355
19.191992,-3.336355
19.191992,-3.286355
19.191992,-3.236355
19.191992,-3.186355
19.191992,-3.136355
19.191992,-3.086355
19.191992,-3.036355
19.191992,-2.986355
19.191992,-2.936355
19.191992,-2.886355
19.191992,-2.836355
19.191992,-2.786355
19.191992,-2.736355
19.191992,-2.686355
19.191992,-2.636355
19.191992,-2.586355
19.191992,-2.536355
19.191992,-2.486355
19.191992,-2.436355
19.191992,-2.386355
19.191992,-2.336355
19.191992,-2.286355
19.191992,-2.236355
19.191992,-2.186355
19.191992,-2.136355
19.191992,-2.086355
19.191992,-2.036355
19.191992,-1.986355
19.191992,-1.936355
19.191992,-1.886355
19.191992,-1.836355
19.191992,-1.786355
19.191992,-1.736355
19.191992,-1.686355
19.191992,-1.636355
19.191992,-1.586355
19.191992,-1.536355
19.191992,-1.486355
19.191992,-1.436355
19.191992,-1.386355
19.191992,-1.336355
19.191992,-1.286355
19.191992,-1.236355
19.191992,-1.186355
19.191992,-1.136355
19.191992,-1.086355
19.191992,-1.036355
19.191992,-0.986355
19.191992,-0.936355
19.191992,-0.886355
19.191992,-0.836355
19.191992,-0.786355
19.191992,-0.736355
19.191992,-0.686355
19.191992,-0.636355
19.191992,-0.586355
19.191992,-0.536355
19.191992,-0.486355
19.191992,-0.436355
19.191992,-0.386355
19.191992,-0.336355
19.191992,-0.286355
19.191992,-0.236355
19.191992,-0.186355
19.191992,-0.136355
19.191992,-0.086355
19.191992,-0.036355
19.191992,0.013645
19.191992,0.063645
19.191992,0.113645
19.191992,0.163645
19.191992,0.213645
19.191992,0.263645
19.191992,0.313645
19.191992,0.363645
19.191992,0.413645
19.191992,0.463645
19.191992,0.513645
19.191992,0.563645
19.191992,0.613645
19.191992,0.663645
19.191992,0.713645
19.191992,0.763645
19.191992,0.813645
19.191992,0.863645
19.191992,0.913645
19.191992,0.963645
19.191992,1.013645
19.191992,1.063645
19.191992,1.113645
19.191992,1.163645
19.191992,1.213645
19.191992,1.263645
19.191992,1.313645
19.191992,1.363645
19.191992,1.413645
19.191992,1.463645
19.191992,1.513645
19.191992,1.563645
19.191992,1.613645
19.191992,1.663645
19.191992,1.713645
19.241992,1.763645
19.241992,1.813645
19.241992,1.863645
19.241992,1.913645
19.241992,1.963645
19.241992,2.013645
19.241992,2.063645
19.241992,2.113645
19.241992,2.163645
19.241992,2.213645
19.241992,2.263645
19.241992,2.313645
19.291992,2.363645
19.341992,2.413645
19.391992,2.463645
19.441992,2.513645
19.491992,2.563645
19.541992,2.613645
19.591992,2.663645
19.641992,2.713645
19.691992,2.763645
19.741992,2.813645
19.791992,2.863645
19.841992,2.913645
19.891992,2.963645
19.941992,3.013645
19.991992,3.063645
20.041992,3.113645
20.091992,3.163645
20.141992,3.213645
20.191992,3.263645
20.241992,3.313645
20.291992,3.363645
20.341992,3.413645
20.391992,3.463645
20.441992,3.513645
20.491992,3.563645
20.541992,3.613645
20.591992,3.663645
20.641992,3.713645
20.691992,3.763645
20.741992,3.813645
20.791992,3.863645
20.841992,3.913645
20.891992,3.963645
20.941992,4.013645
20.991992,4.063645
21.041992,4.113645
21.091992,4.163645
21.141992,4.213645
21.191992,4.263645
21.241992,4.313645
21.291992,4.363645
21.341992,4.413645
21.391992,4.463645
21.441992,4.513645
21.491992,4.563645
21.541992,4.613645
21.591992,4.663645
21.641992,4.713645
21.691992,4.763645
21.741992,4.763645
21.791992,4.813645
21.841992,4.813645
21.891992,4.863645
21.941992,4.863645
21.991992,4.913645
22.041992,4.913645
22.091992,4.963645
22.141992,4.963645
22.191992,5.013645
22.241992,5.013645
22.291992,5.063645
22.341992,5.113645
22.391992,5.163645
22.441992,5.213645
22.491992,5.263645
22.541992,5.313645
22.591992,5.363645
22.641992,5.413645
22.691992,5.463645
22.741992,5.513645
22.791992,5.563645
22.841992,5.613645
22.891992,5.663645
22.941992,5.713645
22.991992,5.763645
23.041992,5.813645
23.091992,5.863645
23.141992,5.913645
23.191992,5.963645
23.241992,6.013645
23.291992,6.063645
23.341992,6.113645
23.391992,6.163645
23.441992,6.213645
23.491992,6.263645
23.541992,6.313645
23.591992,6.363645
23.641992,6.413645
23.691992,6.463645
23.741992,6.513645
23.791992,6.563645
23.841992,6.613645
23.891992,6.663645
23.941992,6.713645
23.991992,6.763645
24.041992,6.813645
24.091992,6.863645
24.141992,6.913645
24.191992,6.963645
24.241992,7.013645
24.291992,7.063645
24.341992,7.113645
24.391992,7.163645
24.441992,7.213645
24.491992,7.263645
24.541992,7.313645
24.591992,7.363645
24.641992,7.413645
24.691992,7.463645
24.741992,7.513645
24.791992,7.563645
24.791992,7.613645
24.841992,7.663645
24.841992,7.713645
24.891992,7.763645
24.891992,7.813645
24.941992,7.863645
24.941992,7.913645
24.941992,7.963645
24.941992,8.013645
24.941992,8.063645
24.941992,8.113645
24.991992,8.163645
24.991992,8.213645
24.991992,8.263645
24.991992,8.313645
24.991992,8.363645
24.991992,8.413645
25.041992,8.463645
25.041992,8.513645
25.041992,8.563645
25.041992,8.613645
25.041992,8.663645
25.041992,8.713645
25.041992,8.763645
25.041992,8.813645
25.041992,8.863645
25.041992,8.913645
25.041992,8.963645
25.041992,9.013645
25.041992,9.063645
25.041992,9.113645
25.041992,9.163645
25.041992,9.213645
25.041992,9.263645
25.041992,9.313645
25.041992,9.363645
25.041992,9.413645
25.041992,9.463645
25.041992,9.513645
25.041992,9.563645
25.041992,9.613645
25.041992,9.663645
25.041992,9.713645
24.991992,9.763645
24.991992,9.813645
24.991992,9.863645
24.991992,9.913645
24.991992,9.963645
24.991992,10.013645
24.941992,10.063645
24.941992,10.113645
24.891992,10.163645
24.891992,10.213645
24.841992,10.263646
24.841992,10.313646
24.791992,10.363646
24.741992,10.413646
24.691992,10.463646
24.641992,10.513646
24.591992,10.563646
24.541992,10.563646
24.491992,10.613646
24.441992,10.613646
24.391992,10.663646
24.341992,10.663646
24.291992,10.713646
24.241992,10.713646
24.191992,10.713646
24.141992,10.763646
24.091992,10.763646
24.041992,10.763646
23.991992,10.763646
23.941992,10.763646
23.891992,10.763646
23.841992,10.813646
23.791992,10.813646
23.741992,10.813646
23.691992,10.813646
23.641992,10.813646
23.591992,10.813646
23.541992,10.813646
23.491992,10.813646
23.441992,10.813646
23.391992,10.813646
23.341992,10.813646
23.291992,10.813646
23.241992,10.813646
23.191992,10.813646
23.141992,10.813646
23.091992,10.813646
23.041992,10.813646
22.991992,10.813646
22.941992,10.813646
22.891992,10.813646
22.841992,10.813646
22.791992,10.813646
22.741992,10.813646
22.691992,10.813646
22.641992,10.813646
22.591992,10.813646
22.541992,10.813646
22.491992,10.813646
22.441992,10.813646
22.391992,10.813646
22.341992,10.813646
22.291992,10.813646
22.241992,10.813646
22.191992,10.813646
22.141992,10.813646
22.091992,10.813646
22.041992,10.813646
21.991992,10.813646
21.941992,10.813646
21.891992,10.813646
21.841992,10.813646
21.791992,10.813646
21.741992,10.813646
21.691992,10.813646
21.641992,10.813646
21.591992,10.813646
21.541992,10.813646
21.491992,10.813646
21.441992,10.813646
21.391992,10.813646
21.341992,10.813646
21.291992,10.813646
21.241992,10.813646
21.191992,10.813646
21.141992,10.813646
21.091992,10.813646
21.041992,10.813646
20.991992,10.813646
20.941992,10.813646
20.891992,10.813646
20.841992,10.813646
20.791992,10.813646
20.741992,10.813646
20.691992,10.813646
20.641992,10.813646
20.591992,10.813646
20.541992,10.813646
20.491992,10.813646
20.441992,10.813646
20.391992,10.813646
20.341992,10.813646
20.291992,10.813646
20.241992,10.813646
20.191992,10.813646
20.141992,10.813646
20.091992,10.813646
20.041992,10.813646
19.991992,10.813646
19.941992,10.813646
19.891992,10.813646
19.841992,10.813646
19.791992,10.813646
19.741992,10.813646
19.691992,10.813646
19.641992,10.813646
19.591992,10.813646
19.541992,10.813646
19.491992,10.813646
19.441992,10.813646
19.391992,10.813646
19.341992,10.813646
19.291992,10.813646
19.241992,10.813646
19.191992,10.813646
19.141992,10.813646
19.091992,10.813646
19.041992,10.813646
18.991992,10.813646
18.941992,10.813646
18.891992,10.813646
18.841992,10.813646
18.791992,10.813646
18.741992,10.813646
18.691992,10.813646
18.641992,10.813646
18.591992,10.813646
18.541992,10.813646
18.491992,10.813646
18.441992,10.813646
18.391992,10.813646
18.341992,10.813646
18.291992,10.813646
18.241992,10.813646
18.191992,10.813646
18.141992,10.813646
18.091992,10.813646
18.041992,10.813646
17.991992,10.813646
17.941992,10.813646
17.891992,10.813646
17.841992,10.813646
17.791992,10.813646
17.741992,10.813646
17.691992,10.813646
17.641992,10.813646
17.591992,10.813646
17.541992,10.813646
17.491992,10.813646
17.441992,10.813646
17.391992,10.813646
17.341992,10.813646
17.291992,10.813646
17.241992,10.813646
17.191992,10.813646
17.141992,10.813646
17.091992,10.813646
17.041992,10.813646
16.991992,10.813646
16.941992,10.813646
16.891992,10.813646
16.841992,10.813646
16.791992,10.813646
16.741992,10.813646
16.691992,10.813646
16.641992,10.813646
16.591992,10.813646
16.541992,10.813646
16.491992,10.813646
16.441992,10.813646
16.391992,10.813646
16.341992,10.813646
16.291992,10.813646
16.241992,10.813646
16.191992,10.813646
16.141992,10.813646
16.091992,10.813646
16.041992,10.813646
15.991992,10.813646
15.941992,10.813646
15.891992,10.813646
15.841992,10.813646
15.791992,10.813646
15.741992,10.813646
15.691992,10.813646
15.641992,10.813646
15.591992,10.813646
15.541992,10.813646
15.491992,10.813646
15.441992,10.813646
15.391992,10.813646
15.341992,10.813646
15.291992,10.813646
15.241992,10.813646
15.191992,10.813646
15.141992,10.813646
15.091991,10.813646
15.041991,10.813646
14.991991,10.813646
14.941991,10.813646
14.891991,10.813646
14.841991,10.813646
14.791991,10.813646
14.741991,10.813646
14.691991,10.813646
14.641991,10.813646
14.591991,10.813646
14.541991,10.813646
14.491991,10.813646
14.441991,10.813646
14.391991,10.813646
14.341991,10.813646
14.291991,10.813646
14.241991,10.813646
14.191991,10.813646
14.141991,10.813646
14.091991,10.813646
14.041991,10.813646
13.991991,10.813646
13.941991,10.813646
13.891991,10.813646
13.841991,10.813646
13.791991,10.813646
13.741991,10.813646
13.691991,10.813646
13.641991,10.813646
13.591991,10.813646
13.541991,10.813646
13.491991,10.813646
13.441991,10.813646
13.391991,10.813646
13.341991,10.813646
13.291991,10.813646
13.241991,10.813646
13.191991,10.813646
13.141991,10.813646
13.091991,10.813646
13.041991,10.813646
12.991991,10.813646
12.941991,10.813646
12.891991,10.813646
12.841991,10.813646
12.791991,10.813646
12.741991,10.813646
12.691991,10.813646
12.641991,10.813646
12.591991,10.813646
12.541991,10.813646
12.491991,10.813646
12.441991,10.813646
12.391991,10.813646
12.341991,10.813646
12.291991,10.813646
12.241991,10.813646
12.191991,10.813646
12.141991,10.813646
12.091991,10.813646
12.041991,10.813646
11.991991,10.813646
11.941991,10.813646
11.891991,10.813646
11.841991,10.813646
11.791991,10.813646
11.741991,10.813646
11.691991,10.813646
11.641991,10.813646
11.591991,10.813646
11.541991,10.813646
11.491991,10.813646
11.441991,10.813646
11.391991,10.813646
11.341991,10.813646
11.291991,10.813646
11.241991,10.813646
11.191991,10.813646
11.141991,10.813646
11.091991,10.813646
11.041991,10.813646
10.991991,10.813646
10.941991,10.813646
10.891991,10.813646
10.841991,10.813646
10.791991,10.813646
10.741991,10.813646
10.691991,10.813646
10.641991,10.813646
10.591991,10.813646
10.541991,10.813646
10.491991,10.813646
10.441991,10.813646
10.391991,10.813646
10.341991,10.813646
10.291991,10.813646
10.241991,10.813646
10.191991,10.813646
10.141991,10.813646
10.091991,10.813646
10.041991,10.813646
9.991991,10.813646
9.941991,10.813646
9.891991,10.813646
9.841991,10.813646
9.791991,10.813646
9.741991,10.813646
9.691991,10.813646
9.641991,10.813646
9.591991,10.813646
9.541991,10.813646
9.491991,10.813646
9.441991,10.813646
9.391991,10.813646
9.341991,10.813646
9.291991,10.813646
9.241991,10.813646
9.191991,10.813646
9.141991,10.813646
9.091991,10.813646
9.041991,10.813646
8.991991,10.813646
8.941991,10.813646
8.891991,10.813646
8.841991,10.813646
8.791991,10.813646
8.741991,10.863646
8.691991,10.863646
8.641991,10.863646
8.591991,10.863646
8.541991,10.863646
8.491991,10.863646
8.441991,10.863646
8.391991,10.863646
8.341991,10.863646
8.291991,10.863646
8.241991,10.863646
8.191991,10.863646
8.141991,10.863646
8.091991,10.863646
8.041991,10.863646
7.991991,10.863646
7.941991,10.863646
7.891991,10.863646
7.841991,10.863646
7.791991,10.863646
7.741991,10.863646
7.691991,10.863646
7.641991,10.863646
7.591991,10.863646
7.541991,10.863646
7.491991,10.863646
7.441991,10.863646
7.391991,10.863646
7.341991,10.863646
7.291991,10.863646
7.241991,10.863646
7.191991,10.863646
7.141991,10.863646
7.091991,10.863646
7.041991,10.863646
6.991991,10.863646
6.941991,10.863646
6.891991,10.863646
6.841991,10.863646
6.791991,10.863646
6.741991,10.863646
6.691991,10.863646
6.641991,10.863646
6.591991,10.863646
6.541991,10.863646
6.491991,10.863646
6.441991,10.863646
6.391991,10.863646
6.341991,10.863646
6.291991,10.863646
6.241991,10.863646
6.191991,10.863646
6.141991,10.863646
6.091991,10.863646
6.041991,10.863646
5.991991,10.863646
5.941991,10.863646
5.891991,10.863646
5.841991,10.863646
5.791991,10.863646
5.741991,10.863646
5.691991,10.863646
5.641991,10.863646
5.591991,10.863646
5.541991,10.863646
5.491991,10.863646
5.441991,10.863646
5.391991,10.863646
5.341991,10.863646
5.291991,10.863646
5.241991,10.863646
5.191991,10.863646
5.141991,10.863646
5.091991,10.863646
5.041991,10.863646
4.991991,10.863646
4.941991,10.863646
4.891991,10.863646
4.841991,10.863646
4.791991,10.863646
4.741991,10.863646
4.691991,10.863646
4.641991,10.863646
4.591991,10.863646
4.541991,10.863646
4.491991,10.863646
4.441991,10.863646
4.391991,10.863646
4.341991,10.863646
4.291991,10.863646
4.241991,10.863646
4.191991,10.863646
4.141991,10.863646
4.091991,10.863646
4.041991,10.863646
3.991991,10.863646
3.941991,10.863646
3.891991,10.863646
3.841991,10.863646
3.791991,10.863646
3.741991,10.863646
3.691991,10.863646
3.641991,10.863646
3.591991,10.863646
3.541991,10.863646
3.491991,10.863646
3.441991,10.863646
3.391991,10.863646
3.341991,10.863646
3.291991,10.863646
3.241991,10.863646
3.191991,10.863646
3.141991,10.863646
3.091991,10.863646
3.041991,10.863646
2.991991,10.863646
2.941991,10.863646
2.891991,10.863646
2.841991,10.863646
2.791991,10.863646
2.741991,10.863646
2.691991,10.863646
2.641991,10.863646
2.591991,10.863646
2.541991,10.863646
2.491991,10.863646
2.441991,10.863646
2.391991,10.863646
2.341991,10.863646
2.291991,10.863646
2.241991,10.863646
2.191991,10.863646
2.141991,10.863646
2.091991,10.863646
2.041991,10.863646
1.991991,10.863646
1.941991,10.863646
1.891991,10.863646
1.841991,10.863646
1.791991,10.863646
1.741991,10.863646
1.691991,10.863646
1.641991,10.863646
1.591991,10.863646
1.541991,10.863646
1.491991,10.863646
1.441991,10.863646
1.391991,10.863646
1.341991,10.863646
1.291991,10.863646
1.241991,10.863646
1.191991,10.863646
1.141991,10.863646
1.091991,10.863646
1.041991,10.863646
0.991991,10.863646
0.941991,10.863646
0.891991,10.863646
0.841991,10.863646
0.791991,10.863646
0.741991,10.863646
0.691991,10.863646
0.641991,10.863646
0.591991,10.863646
0.541991,10.863646
0.491991,10.863646
0.441991,10.863646
0.391991,10.863646
0.341991,10.863646
0.291991,10.863646
0.241991,10.863646
0.191991,10.863646
0.141991,10.863646
0.091991,10.863646
0.041991,10.863646
-0.008009,10.863646
-0.058009,10.863646
-0.108009,10.863646
-0.158009,10.863646
-0.208009,10.863646
-0.258009,10.863646
-0.308009,10.863646
-0.358009,10.863646
-0.408009,10.863646
-0.458009,10.863646
-0.508009,10.863646
-0.558009,10.863646
-0.608009,10.863646
-0.658009,10.863646
-0.708009,10.863646
-0.758009,10.863646
-0.808009,10.863646
-0.858009,10.863646
-0.908009,10.863646
-0.958009,10.863646
-1.008009,10.863646
-1.058009,10.863646
-1.108009,10.863646
-1.158009,10.863646
-1.208009,10.863646
-1.258009,10.863646
-1.308009,10.863646
-1.358009,10.863646
-1.408009,10.863646
-1.458009,10.863646
-1.508009,10.863646
-1.558009,10.863646
-1.608009,10.863646
-1.658009,10.863646
-1.708009,10.863646
-1.758009,10.863646
-1.808009,10.863646
-1.858009,10.863646
-1.908009,10.863646
-1.958009,10.863646
-2.008009,10.863646
-2.058009,10.863646
-2.108009,10.863646
-2.158009,10.863646
-2.208009,10.863646
-2.258009,10.863646
-2.308009,10.863646
-2.358009,10.863646
-2.408009,10.863646
-2.458009,10.863646
-2.508009,10.863646
-2.558009,10.863646
-2.608009,10.863646
-2.658009,10.863646
-2.708009,10.863646
-2.758009,10.863646
-2.808009,10.863646
-2.858009,10.863646
-2.908009,10.863646
-2.958009,10.863646
-3.008009,10.863646
-3.058009,10.863646
-3.108009,10.863646
-3.158009,10.863646
-3.208009,10.863646
-3.258009,10.863646
-3.308009,10.863646
-3.358009,10.863646
-3.408009,10.863646
-3.458009,10.863646
-3.508009,10.863646
-3.558009,10.863646
-3.608009,10.863646
-3.658009,10.863646
-3.708009,10.863646
-3.758009,10.863646
-3.808009,10.863646
-3.858009,10.863646
-3.908009,10.863646
-3.958009,10.863646
-4.008009,10.863646
-4.058009,10.863646
-4.108009,10.863646
-4.158009,10.863646
-4.208009,10.863646
-4.258009,10.863646
-4.308009,10.863646
-4.358009,10.863646
-4.408009,10.863646
-4.458009,10.863646
-4.508009,10.863646
-4.558009,10.863646
-4.608009,10.863646
-4.658009,10.863646
-4.708009,10.863646
-4.758009,10.863646
-4.808009,10.913646
-4.858009,10.913646
-4.908009,10.913646
-4.958009,10.863646
-5.008009,10.863646
-5.058009,10.863646
-5.108009,10.863646
-5.158009,10.863646
-5.208009,10.863646
-5.258009,10.863646
-5.308009,10.863646
-5.358009,10.863646
-5.408009,10.863646
-5.458009,10.863646
-5.508009,10.863646
-5.558009,10.863646
-5.608009,10.863646
-5.658009,10.863646
-5.708009,10.863646
-5.758009,10.863646
-5.808009,10.813646
-5.858009,10.813646
-5.908009,10.813646
-5.958009,10.813646
-6.008009,10.813646
-6.058009,10.813646
-6.108009,10.763646
-6.158009,10.763646
-6.208009,10.763646
-6.258009,10.713646
-6.308009,10.713646
-6.358009,10.663646
-6.408009,10.663646
-6.458009,10.613646
-6.508009,10.613646
-6.558009,10.563646
-6.608009,10.513646
-6.658009,10.463646
-6.708009,10.413646
-6.758009,10.363646
-6.758009,10.313646
-6.808009,10.263646
-6.808009,10.213645
-6.858009,10.163645
-6.858009,10.113645
-6.908009,10.063645
-6.908009,10.013645
-6.908009,9.963645
-6.908009,9.913645
-6.908009,9.863645
-6.908009,9.813645
-6.958009,9.763645
-6.958009,9.713645
-6.958009,9.663645
-6.958009,9.613645
-6.958009,9.563645
-6.958009,9.513645
-6.958009,9.463645
-6.958009,9.413645
-6.908009,9.363645
-6.858009,9.313645
-6.858009,9.263645
-6.858009,9.213645
-6.858009,9.163645
-6.858009,9.113645
-6.858009,9.063645
-6.858009,9.013645
-6.858009,8.963645
-6.858009,8.913645
-6.858009,8.863645
-6.858009,8.813645
-6.858009,8.763645
-6.858009,8.713645
-6.858009,8.663645
-6.858009,8.613645
-6.858009,8.563645
-6.858009,8.513645
-6.858009,8.463645
-6.858009,8.413645
-6.858009,8.363645
-6.858009,8.313645
-6.858009,8.263645
-6.858009,8.213645
-6.858009,8.163645
-6.858009,8.113645
-6.858009,8.063645
-6.858009,8.013645
-6.858009,7.963645
-6.808009,7.913645
-6.758009,7.863645
-6.758009,7.813645
-6.758009,7.763645
-6.708009,7.713645
-6.658009,7.663645
-6.658009,7.613645
-6.608009,7.563645
-6.558009,7.513645
-6.508009,7.463645
-6.458009,7.413645
-6.408009,7.363645
-6.358009,7.313645
-6.308009,7.263645
-6.258009,7.213645
-6.208009,7.163645
-6.158009,7.113645
-6.108009,7.063645
-6.058009,7.013645
-6.008009,6.963645
-5.958009,6.913645
-5.908009,6.863645
-5.858009,6.813645
-5.808009,6.763645
-5.758009,6.713645
-5.708009,6.663645
-5.658009,6.613645
-5.608009,6.563645
-5.558009,6.513645
-5.508009,6.463645
-5.458009,6.413645
-5.408009,6.363645
-5.358009,6.313645
-5.308009,6.263645
-5.258009,6.213645
-5.208009,6.163645
-5.158009,6.113645
-5.108009,6.063645
-5.058009,6.013645
-5.008009,5.963645
-4.958009,5.913645
-4.908009,5.863645
-4.858009,5.813645
-4.808009,5.763645
-4.758009,5.713645
